snapshot_date,isbn13,store_id,predicted_demand,confidence_low,confidence_high,model_version,synced_at
2026-05-14,9791141602376,12,24.79,18.9,35.1,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791194530701,1,34.11,20.3,37.7,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791194530701,2,10.05,6.3,11.7,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791194530701,5,7.99,6.3,11.7,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791194530701,6,23.68,14.7,27.3,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791194530701,7,1.12,0.7,1.3,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791194530701,8,2.73,2.1,3.9,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791194530701,9,9.42,7.0,13.0,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791194530701,10,21.19,13.3,24.7,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791194530701,11,19.06,14.0,26.0,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791194530701,12,9.41,7.0,13.0,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788998441012,1,13.87,10.5,19.5,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788998441012,2,26.46,21.0,39.0,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788998441012,3,3.11,2.1,3.9,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788998441012,4,22.8,14.0,26.0,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788998441012,5,4.5,2.8,5.2,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788998441012,6,25.09,15.4,28.6,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788998441012,8,7.13,5.6,10.4,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788998441012,9,9.24,5.6,10.4,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788998441012,10,26.84,18.2,33.8,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788998441012,11,12.99,10.5,19.5,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788998441012,12,15.92,9.8,18.2,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788960909878,1,12.17,10.5,19.5,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788960909878,2,1.1,0.7,1.3,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788960909878,3,21.18,16.8,31.2,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788960909878,4,19.34,14.7,27.3,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788960909878,5,9.21,7.0,13.0,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788960909878,6,19.97,14.0,26.0,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788960909878,7,26.03,16.8,31.2,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788960909878,8,21.67,16.1,29.9,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788960909878,10,19.56,12.6,23.4,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788960909878,11,17.38,14.7,27.3,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788960909878,12,17.16,11.9,22.1,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791141603250,2,3.41,2.1,3.9,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791141603250,3,16.08,11.2,20.8,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791141603250,4,2.36,1.4,2.6,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791141603250,5,33.71,21.0,39.0,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791141603250,6,4.23,3.5,6.5,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791141603250,7,19.69,13.3,24.7,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791141603250,8,16.68,11.2,20.8,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791141603250,9,6.88,4.9,9.1,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791141603250,10,26.64,21.0,39.0,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791141603250,11,4.98,3.5,6.5,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791141603250,12,10.33,7.0,13.0,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791141616144,1,2.36,1.4,2.6,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791141616144,2,6.2,4.9,9.1,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791141616144,3,5.2,4.2,7.8,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791141616144,4,9.19,5.6,10.4,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791141616144,5,9.96,7.7,14.3,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791141616144,6,2.34,1.4,2.6,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791141616144,8,12.08,10.5,19.5,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791141616144,9,13.24,10.5,19.5,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791141616144,10,4.77,2.8,5.2,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791141616144,11,28.24,16.8,31.2,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791141616144,12,27.63,16.8,31.2,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791175772939,1,15.08,11.9,22.1,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791175772939,3,13.29,9.1,16.9,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791175772939,4,9.84,7.0,13.0,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791175772939,5,27.44,16.8,31.2,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791175772939,6,7.22,6.3,11.7,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791175772939,7,0.89,0.7,1.3,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791175772939,8,12.54,9.1,16.9,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791175772939,9,23.53,17.5,32.5,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791175772939,10,0.8,0.7,1.3,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791175772939,11,14.27,10.5,19.5,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791175772939,12,19.68,16.1,29.9,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791199305304,1,33.52,19.6,36.4,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791199305304,2,24.13,19.6,36.4,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791199305304,3,33.23,19.6,36.4,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791199305304,4,27.95,18.2,33.8,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791199305304,5,15.31,12.6,23.4,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791199305304,6,21.5,13.3,24.7,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791199305304,7,8.0,4.9,9.1,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791199305304,8,16.42,11.9,22.1,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791199305304,9,15.59,12.6,23.4,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791199305304,10,20.09,12.6,23.4,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791199305304,11,24.4,17.5,32.5,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791199305304,12,12.66,9.8,18.2,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788937460586,1,23.04,18.2,33.8,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788937460586,2,6.15,4.9,9.1,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788937460586,3,1.16,0.7,1.3,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788937460586,4,26.68,16.8,31.2,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788937460586,5,21.72,14.7,27.3,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788937460586,6,26.25,18.9,35.1,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788937460586,7,6.39,4.2,7.8,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788937460586,8,2.32,1.4,2.6,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788937460586,9,13.83,9.1,16.9,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788937460586,10,10.57,9.1,16.9,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788937460586,11,9.16,6.3,11.7,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788937460586,12,6.7,5.6,10.4,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791199219571,1,6.31,4.9,9.1,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791199219571,2,27.18,21.0,39.0,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791199219571,3,11.09,7.7,14.3,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791199219571,4,21.86,16.8,31.2,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791199219571,5,34.8,20.3,37.7,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791199219571,6,2.53,2.1,3.9,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791199219571,7,18.07,11.9,22.1,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791199219571,8,31.34,19.6,36.4,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791199219571,9,10.07,8.4,15.6,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791199219571,10,7.85,6.3,11.7,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791199219571,11,1.15,0.7,1.3,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791199219571,12,21.46,16.8,31.2,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791175780170,1,19.31,12.6,23.4,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791175780170,2,17.65,11.2,20.8,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791175780170,3,0.92,0.7,1.3,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791175780170,4,25.08,16.1,29.9,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791175780170,5,8.93,5.6,10.4,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791175780170,6,9.45,6.3,11.7,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791175780170,7,14.24,11.9,22.1,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791175780170,8,22.18,16.1,29.9,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791175780170,9,11.35,7.7,14.3,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791175780170,10,28.34,21.0,39.0,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791175780170,11,27.57,18.9,35.1,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791175780170,12,22.76,14.7,27.3,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791168343764,1,22.28,13.3,24.7,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791168343764,2,4.98,4.2,7.8,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791168343764,3,8.0,5.6,10.4,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791168343764,4,21.97,17.5,32.5,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791168343764,5,3.53,2.8,5.2,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791168343764,6,26.99,19.6,36.4,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791168343764,7,32.27,21.0,39.0,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791168343764,8,11.34,7.7,14.3,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791168343764,9,5.97,4.2,7.8,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791168343764,10,14.57,10.5,19.5,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791168343764,11,15.85,11.2,20.8,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791168343764,12,12.33,8.4,15.6,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788937473401,1,13.38,8.4,15.6,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788937473401,2,11.6,9.8,18.2,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788937473401,3,29.98,18.9,35.1,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788937473401,4,2.98,2.1,3.9,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788937473401,5,16.58,14.0,26.0,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788937473401,6,10.66,8.4,15.6,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788937473401,7,32.36,18.9,35.1,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788937473401,8,1.18,0.7,1.3,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788937473401,9,21.37,14.7,27.3,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788937473401,10,8.72,7.0,13.0,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788937473401,11,25.91,18.2,33.8,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788937473401,12,4.38,3.5,6.5,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788925588711,1,20.86,14.0,26.0,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788925588711,2,24.74,15.4,28.6,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788925588711,3,26.95,19.6,36.4,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788925588711,4,13.76,8.4,15.6,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788925588711,5,1.68,1.4,2.6,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788925588711,6,2.67,2.1,3.9,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788925588711,7,3.73,2.8,5.2,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788925588711,8,20.18,11.9,22.1,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788925588711,9,9.13,7.0,13.0,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788925588711,10,21.11,16.8,31.2,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788925588711,11,9.0,6.3,11.7,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788925588711,12,6.62,4.2,7.8,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788925588650,1,10.77,6.3,11.7,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788925588650,2,16.1,14.0,26.0,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788925588650,3,1.15,0.7,1.3,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788925588650,4,20.07,11.9,22.1,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788925588650,5,4.48,2.8,5.2,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788925588650,6,14.44,9.1,16.9,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788925588650,7,33.88,21.0,39.0,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788925588650,8,26.57,18.9,35.1,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788925588650,9,16.15,14.0,26.0,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788925588650,10,28.39,18.9,35.1,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788925588650,11,27.65,18.2,33.8,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788925588650,12,22.46,13.3,24.7,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791167376442,1,13.12,7.7,14.3,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791167376442,2,14.23,11.2,20.8,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791167376442,3,25.71,15.4,28.6,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791167376442,4,12.76,9.1,16.9,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791167376442,5,18.09,13.3,24.7,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791167376442,6,19.63,15.4,28.6,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791167376442,7,13.09,10.5,19.5,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791167376442,8,2.07,1.4,2.6,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791167376442,9,11.01,9.1,16.9,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791167376442,10,22.68,18.2,33.8,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791167376442,11,6.88,4.9,9.1,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791167376442,12,12.91,9.8,18.2,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788936434120,1,19.13,15.4,28.6,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788936434120,2,12.04,8.4,15.6,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788936434120,3,13.35,9.1,16.9,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788936434120,4,17.89,10.5,19.5,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788936434120,5,26.3,20.3,37.7,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788936434120,6,12.58,8.4,15.6,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788936434120,7,13.46,11.2,20.8,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788936434120,8,30.83,19.6,36.4,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788936434120,9,11.34,8.4,15.6,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788936434120,10,21.51,15.4,28.6,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788936434120,11,6.04,4.9,9.1,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788936434120,12,28.87,20.3,37.7,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791175910683,1,0.85,0.7,1.3,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791175910683,2,20.55,15.4,28.6,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791175910683,3,23.04,15.4,28.6,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791175910683,4,32.02,18.9,35.1,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791175910683,5,21.99,15.4,28.6,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791175910683,6,23.59,14.7,27.3,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791175910683,7,27.23,16.8,31.2,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791175910683,8,11.23,9.8,18.2,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791175910683,9,18.42,13.3,24.7,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791175910683,10,10.59,7.7,14.3,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791175910683,11,19.35,12.6,23.4,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791175910683,12,29.58,19.6,36.4,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791124038338,1,17.42,12.6,23.4,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791124038338,2,2.44,2.1,3.9,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791124038338,3,25.24,17.5,32.5,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791124038338,4,22.92,15.4,28.6,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791124038338,5,8.24,4.9,9.1,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791124038338,6,16.17,11.9,22.1,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791124038338,7,18.32,11.2,20.8,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791124038338,8,31.54,18.9,35.1,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791124038338,9,17.43,13.3,24.7,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791124038338,10,8.26,4.9,9.1,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791124038338,11,26.33,21.0,39.0,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791124038338,12,27.0,19.6,36.4,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788954646079,1,10.38,6.3,11.7,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788954646079,2,1.73,1.4,2.6,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788954646079,3,6.02,4.9,9.1,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788954646079,4,14.77,9.1,16.9,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788954646079,5,21.33,15.4,28.6,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788954646079,6,28.76,18.2,33.8,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788954646079,7,12.45,8.4,15.6,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788954646079,8,29.87,18.2,33.8,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788954646079,9,9.85,6.3,11.7,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788954646079,10,16.62,11.9,22.1,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788954646079,11,22.92,16.8,31.2,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788954646079,12,18.07,14.0,26.0,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791167764126,1,20.01,13.3,24.7,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791167764126,2,16.47,10.5,19.5,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791167764126,3,11.3,8.4,15.6,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791167764126,4,23.6,14.7,27.3,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791167764126,5,7.28,5.6,10.4,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791167764126,6,17.44,10.5,19.5,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791167764126,7,25.98,19.6,36.4,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791167764126,8,2.17,1.4,2.6,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791167764126,9,4.51,3.5,6.5,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791167764126,10,23.65,17.5,32.5,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791167764126,11,14.97,10.5,19.5,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9791167764126,12,21.18,14.0,26.0,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788937464959,1,19.62,12.6,23.4,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788937464959,2,24.92,15.4,28.6,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788937464959,3,17.76,11.9,22.1,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788937464959,4,12.67,7.7,14.3,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788937464959,5,22.04,14.7,27.3,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788937464959,6,12.66,7.7,14.3,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788937464959,7,7.81,5.6,10.4,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788937464959,8,25.37,18.9,35.1,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788937464959,9,20.64,12.6,23.4,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788937464959,10,2.22,1.4,2.6,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788937464959,11,16.16,11.2,20.8,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788937464959,12,10.7,8.4,15.6,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788936439743,1,6.16,4.9,9.1,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788936439743,2,17.08,12.6,23.4,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788936439743,3,13.42,9.1,16.9,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788936439743,4,6.53,4.2,7.8,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788936439743,5,3.6,2.8,5.2,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788936439743,6,19.04,14.0,26.0,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788936439743,7,24.24,16.8,31.2,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788936439743,8,26.85,16.1,29.9,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788936439743,9,28.92,18.2,33.8,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788936439743,10,14.22,11.2,20.8,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788936439743,11,5.76,4.9,9.1,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-14,9788936439743,12,29.9,18.2,33.8,automl-v1.0.0,2026-05-12T18:00:00+09:00
